title,website_url,source,grades_or_ages,prices_mentioned,description
Beautiful Handwriting 1: The Basic Course,https://simplycharlottemason.com/store/beautiful-handwriting-1-the-basic-course/,Simply Charlotte Mason,Kindergarten,$27.95,Learn beautiful penmanship with Charlotte Mason handwriting lessons.
Beautiful Handwriting 2: The Capitals and Cursive Course,https://simplycharlottemason.com/store/beautiful-handwriting-2-the-capitals-and-cursive-course/,Simply Charlotte Mason,Charlotte Mason; All Ages,$27.95,Continue learning beautiful penmanship with Charlotte Mason handwriting lessons.
Beautiful Handwriting Notebook,https://simplycharlottemason.com/store/beautiful-handwriting-notebook/,Simply Charlotte Mason,Charlotte Mason; All Ages,$8.95,The perfect companion to our Beautiful Handwriting course. Add one notebook for each student.
Benjamin Franklin,https://simplycharlottemason.com/store/benjamin-franklin/,Simply Charlotte Mason,Legacy Curriculum (All Ages); Grades 1–3,$17.95,"An enchanting and unforgettable introduction to Benjamin Franklin with bright, engaging folk art style illustrations. Recommended for grades 1–3."
Beric the Briton Audiobook,https://simplycharlottemason.com/store/beric-the-briton-audiobook/,Simply Charlotte Mason,Charlotte Mason; All Ages,$18.00,"G. A. Henty’s classic tale of Ancient Rome, read by masterful narrator Jim Hodges. (Audio download.)"
Bible Picture Portfolio: Exodus and Numbers,https://simplycharlottemason.com/store/bible-picture-portfolio-exodus-and-numbers/,Simply Charlotte Mason,All Ages,$11.95,Enhance your Bible lesson with beautiful artwork for all ages!
Bible Picture Portfolio: Luke,https://simplycharlottemason.com/store/bible-picture-portfolio-luke/,Simply Charlotte Mason,All Ages,$11.95,Enhance your Bible lessons with beautiful artwork for all ages!
Bible Picture Portfolio: Mark and Acts,https://simplycharlottemason.com/store/bible-picture-portfolio-mark-and-acts/,Simply Charlotte Mason,All Ages,$11.95,Enhance your Bible lessons with beautiful artwork for all ages!
Bible Picture Portfolio: Matthew,https://simplycharlottemason.com/store/bible-picture-portfolio-matthew/,Simply Charlotte Mason,All Ages,$11.95,Enhance your Bible lessons with beautiful artwork for all ages!
Bible Picture Portfolio: Parables,https://simplycharlottemason.com/store/bible-picture-portfolio-parables/,Simply Charlotte Mason,All Ages,$11.95,Enhance your Bible lessons with beautiful artwork for all ages!
Bible Picture Portfolios,https://simplycharlottemason.com/store/bible-picture-portfolios/,Simply Charlotte Mason,All Ages,Free,Enhance your Bible lessons with beautiful artwork for all ages!
Bible Picture Portfolios: Genesis,https://simplycharlottemason.com/store/bible-picture-portfolios-genesis/,Simply Charlotte Mason,All Ages,$11.95,Enhance your Bible lessons with beautiful artwork for all ages!
Black Ships Before Troy,https://simplycharlottemason.com/store/black-ships-before-troy/,Simply Charlotte Mason,Middle School,$7.95,A retelling of The Iliad for middle school students.
