title,website_url,source,grades_or_ages,prices_mentioned,description
Badger Hills Farm Series,https://www.goodandbeautiful.com/products/badger-hills-farm-series,The Good and the Beautiful,,$44.94,"by Jenny Phillips Badger Hills Farm Book 1: The Secret Door was previously available as part of the free Levels 2–4 Summer Reading Pack . Although the physical pack is now permanently out of stock, you can still download the summer reading log and bookmark for free. Learn more about our Summer Reading Program here . Th"
Bedtime Songs,https://www.goodandbeautiful.com/products/bedtime-songs,The Good and the Beautiful,Kindergarten; Preschool,$8.99,The type of music children listen to at a young age can greatly impact their minds and their characters. The eight songs on the Bedtime Songs album will lull children to sleep as beautiful musical and language patterns fill their minds and messages about the love of God and family and the wonders of nature fill their h
Beth's Sheep Ranch Boxed Set,https://www.goodandbeautiful.com/products/beths-sheep-ranch-series,The Good and the Beautiful,K,$22.99,"Beth and her family live on a sheep ranch, where new and exciting things happen every day! Help Beth solve a mystery in The Yak , save a baby sheep in The Fox , create a home for ducks in The Pond , and rescue a lost sheep in The Deer . This boxed set includes four books with simple text and cute illustrations that kee"
Billy and Ella Mysteries,https://www.goodandbeautiful.com/products/billy-and-ella-mysteries,The Good and the Beautiful,,$27.96,"Join siblings Billy and Ella as they solve mysteries around their neighborhood! Follow along as they work together to look for clues and crack cases, all while making new friends. The Billy and Ella Mysteries teach important lessons about teamwork, kindness, helping neighbors, and problem solving. These fun and delight"
Birds (PDF): Science Activity Book,https://www.goodandbeautiful.com/products/birds-pdf-science-activity-book,The Good and the Beautiful,K,$9.99,"Print-at-home PDF The Birds: Science Activity Book is an engaging science learning resource for your grades K–2 child. Now your younger children can join in alongside their older siblings and learn about all the diverse and unique birds in our world! With fun activities, including mazes, coloring, cut-and-paste, and mo"
Birds Board Book,https://www.goodandbeautiful.com/products/birds-board-book-by-maggie-taylor,The Good and the Beautiful,,$7.99,"For Littles Introduce your child to the many unique and fascinating birds that God has created with the Birds board book. As you read, the child taps the swan in the pond, shows the crow where to go, and says whoo whoo like the owl. With their charming illustrations and engaging text, The Good and the Beautiful Board B"
Birds Read-Aloud Book Pack,https://www.goodandbeautiful.com/products/birds-read-aloud-book-pack,The Good and the Beautiful,grades 3–8,$19.98,"Two full-color, interactive books included in the optional Birds Read-Aloud Book Pack expand learning for all ages and provide a fun, engaging addition to your Birds study. Learn about the habitats and behaviors of 20 different songbirds, each of them so different and yet so beautiful in The Good and the Beautiful Song"
Birds: Course Book (PDF),https://www.goodandbeautiful.com/products/birds-course-book-pdf,The Good and the Beautiful,,$19.99,"PDF for self-printing The full-color Course Book guides the parent through each lesson in the Birds science course. Hands-on activities, engaging videos, vocabulary words, beautiful illustrations and images, along with engaging information is found throughout the course. Once you gather any simple lesson supplies, the "
Birds: Course Book: One Per Family,https://www.goodandbeautiful.com/products/birds-course-book-one-per-family,The Good and the Beautiful,,$19.99,"Immerse your family in nature as you study the fascinating characteristics, amazing anatomy, and beautiful habitats of birds around the world! Explore this fun scientific subject through engaging videos, beautiful images, and hands-on activities. Easy-to-teach lessons will plunge you and your children into learning abo"
Birds: Science Activity Book,https://www.goodandbeautiful.com/products/birds-science-activity-book,The Good and the Beautiful,K; grades 3–8,$6.49,"The Birds: Science Activity Book is an engaging science resource for your students in grades K–2. Now your younger children can join in alongside their older siblings and learn about all the diverse and unique birds in our world! With fun activities—including mazes, coloring, cut-and-paste, and more—these unique, beaut"
Birds: Student Journal Grades 3-6 (PDF),https://www.goodandbeautiful.com/products/birds-student-journal-grades-3-6-pdf,The Good and the Beautiful,Grades 3-6; grades 3–6,$9.99,"PDF for self-printing Each student grades 3–6 needs his or her own copy of the Birds Student Journal which includes interactive activities, games, and worksheets the child will complete during the lessons. The parent-led lessons in the Course Book will direct the student regarding when to complete the Student Journal a"
Birds: Student Journal Grades 3-6: One Per Student,https://www.goodandbeautiful.com/products/birds-student-journal-grades-3-6-one-per-student,The Good and the Beautiful,Grades 3-6; grades 3–6,$6.49,"Each student grades 3–6 needs his or her own copy of the 36-page Birds Student Journal which includes interactive activities, games, and worksheets the child will complete during the lessons. The parent-led lessons in the course book will direct the student regarding when to complete the student journal activities. 36 "
Birds: Student Journal Grades 7-8 (PDF),https://www.goodandbeautiful.com/products/birds-student-journal-grades-7-8-pdf,The Good and the Beautiful,Grades 7-8; grades 7–8,$9.99,"PDF for self-printing Each student grades 7–8 needs his or her own copy of the Birds Student Journal which includes interactive activities, games, and worksheets the child will complete during the lessons. The parent-led lessons in the Course Book will direct the student regarding when to complete the Student Journal a"
Birds: Student Journal Grades 7–8: One Per Student,https://www.goodandbeautiful.com/products/birds-student-journal-grades-7-8-one-per-student,The Good and the Beautiful,Grades 7–8,$6.99,"Each student grades 7–8 needs his or her own copy of the 64-page Birds Student Journal which includes interactive activities, games, and worksheets the child will complete during the lessons. The parent-led lessons in the course book will direct the student regarding when to complete the student journal activities. The"
